trm_cde,crs_comp1,crs_comp2,crs_comp3,crs_title,credit_hrs,monday_cde,tuesday_cde,wednesday_cde,thursday_cde,friday_cde,begin_tim,end_tim,last_name,first_name
10,FNCE,440,A,ADVANCED CORPORATE FINANCE,3,,T,,R,,10:05:00 AM,11:20:00 AM,Grimm,Richard
10,FNCE,440,B,ADVANCED CORPORATE FINANCE,3,,T,,R,,1:00:00 PM,2:15:00 PM,Grimm,Richard
10,FNCE,462,A,INTERNATIONAL FINANCE,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Zhang,Youhui
10,FREN,101,A,ELEMENTARY FRENCH I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Harmon,Rebecca
10,FREN,101,A,ELEMENTARY FRENCH I,3,,,,,,,,Harmon,Rebecca
10,FREN,101,B,ELEMENTARY FRENCH I,3,,,,,,,,Harmon,Rebecca
10,FREN,101,B,ELEMENTARY FRENCH I,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Harmon,Rebecca
30,FREN,102,A,ELEMENTARY FRENCH II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Harmon,Rebecca
30,FREN,102,B,ELEMENTARY FRENCH II,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Harmon,Rebecca
10,FREN,201,A,INTERMEDIATE FRENCH I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Madsen,Kelsey
10,FREN,201,A,INTERMEDIATE FRENCH I,3,,,,,,,,Madsen,Kelsey
10,FREN,201,B,INTERMEDIATE FRENCH I,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Madsen,Kelsey
10,FREN,201,B,INTERMEDIATE FRENCH I,3,,,,,,,,Madsen,Kelsey
30,FREN,202,A,INTERMEDIATE FRENCH II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Madsen,Kelsey
30,FREN,202,B,INTERMEDIATE FRENCH II,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Madsen,Kelsey
10,FREN,301,A,UNDERSTANDING FRANCE AND THE FRENCH,3,,,,,,,,Madsen,Kelsey
10,FREN,301,A,UNDERSTANDING FRANCE AND THE FRENCH,3,,T,,R,,11:30:00 AM,12:45:00 PM,Madsen,Kelsey
10,FREN,307,A,FRENCH COMPOSITION AND STYLE,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Madsen,Kelsey
10,FREN,307,A,FRENCH COMPOSITION AND STYLE,3,,,,,,,,Madsen,Kelsey
30,FREN,308,A,APPLIED PHONETICS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Harmon,Rebecca
30,FREN,321,A,18TH THROUGH 21ST CENTURY FR LIT,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Madsen,Kelsey
10,FREN,331,A,POETRY,3,,,,,,,,Harmon,Rebecca
10,FREN,331,A,POETRY,3,,T,,R,,2:30:00 PM,3:45:00 PM,Harmon,Rebecca
30,FREN,340,A,MOMENTS IN FRENCH & FRANCOPHONE HIS,3,,T,,R,,11:30:00 AM,12:45:00 PM,Madsen,Kelsey
30,FREN,362,A,ASPECTS- LANGUAGE LEARNING,2,M,,W,,,2:00:00 PM,2:50:00 PM,Senita,Karyn
10,GEOL,201,A,PHYSICAL/ ENVIRONMENTAL GEOLOGY,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Chapman,Jarrett
30,GEOL,201,A,PHYSICAL/ ENVIRONMENTAL GEOLOGY,3,,T,,R,,8:00:00 AM,9:15:00 AM,Wood,Darren
10,GREK,201,A,READINGS IN NEW TEST GREEK I,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Gordon,Thomas
30,GREK,202,A,READINGS IN NEW TEST GREEK II,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Gordon,Thomas
10,HEBR,101,A,INTRODUCTION TO BIBLICAL HEBREW I,3,,T,,R,,10:05:00 AM,11:20:00 AM,Moeller,Julie
30,HEBR,102,A,INTRODUCTION TO BIBLICAL HEBREW II,3,,T,,R,,10:05:00 AM,11:20:00 AM,Moeller,Julie
30,HIST,103,A,FRESHMAN SEMINAR,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Mitchell,Andrew
10,HIST,120,O,FOUNDATIONS OF HISTORY,3,,,,,,,,Clemm,Robert
10,HIST,141,A,WORLD GEOGRAPHY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Mitchell,Andrew
10,HIST,143,A,WORLD HISTORY I,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Graham,Mark
30,HIST,144,A,WORLD HISTORY II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Baker,Elizabeth
10,HIST,201,A,HISTORIOGRAPHY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Trueman,Carl
10,HIST,204,A,HIST/PHIL FOUNDATIONS OF EDUCATION,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Edwards,Jason
30,HIST,204,A,HIST/PHIL FOUNDATIONS OF EDUCATION,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Edwards,Jason
10,HIST,212,A,MODERN EUROPE,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Baker,Elizabeth
10,HIST,253,A,UNITED STATES HISTORY SURVEY,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Edwards,Jason
30,HIST,261,A,BRITISH HIST TO 1781,3,,T,,R,,10:05:00 AM,11:20:00 AM,Harp,Gillis
10,HIST,262,A,BRITISH HIST SINCE 1781,3,,T,,R,,10:05:00 AM,11:20:00 AM,Baker,Elizabeth
10,HIST,283,A,HISTORY OF US TO 1865,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Harp,Gillis
30,HIST,285,A,HISTORY OF U.S. SINCE 1865,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Harp,Gillis
30,HIST,290,A,STUDY: PUBLIC HISTORY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Baker,Elizabeth
10,HIST,317,A,CONSTITUTIONAL HISTORY U.S. I,3,,T,,R,,1:00:00 PM,2:15:00 PM,Verbois,Caleb
30,HIST,318,A,CONSTITUTIONAL HISTORY U.S. II,3,,T,,R,,1:00:00 PM,2:15:00 PM,Verbois,Caleb
10,HIST,337,A,GLOBAL MILITARY HISTORY I,3,,T,,R,,11:30:00 AM,12:45:00 PM,Mitchell,Andrew
30,HIST,346,A,BYZANTIUM & ISLAM,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Graham,Mark
10,HIST,349,A,AMER RELIGIOUS HISTORY,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Kemeny,Paul
30,HIST,357,A,MINORITIES IN AMER HIST,3,,T,,R,,1:00:00 PM,2:15:00 PM,Harp,Gillis
10,HIST,376,A,ALEXANDER THE GREAT/HELLEN WORLD,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Graham,Mark
30,HIST,378,A,"FOOD AND FEASTING, WEST TRADITION",3,,T,,R,,2:30:00 PM,3:45:00 PM,Mitchell,Andrew
10,HIST,379,A,AMER INTELLECTUAL HIST,3,M,,,,,2:00:00 PM,4:30:00 PM,Harp,Gillis
10,HIST,390,A,STUDY: HISTORY OF VIETNAM,3,,T,,R,,8:00:00 AM,9:15:00 AM,Mitchell,Andrew
30,HIST,390,A,STUDY: HISTORY OF MODERN FRANCE,3,,T,,R,,10:05:00 AM,11:20:00 AM,Mitchell,Andrew
30,HIST,400,A,SENIOR RESEARCH SEMINAR,3,M,,,,,2:00:00 PM,4:30:00 PM,Graham,Mark
30,HIST,410,A,SEMINAR IN CLASSICAL & CHRISTIAN ED,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Edwards,Jason
10,HUMA,102,A,CIV/BIBLICAL REVELATION,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Moeller,Julie
30,HUMA,102,A,CIV/BIBLICAL REVELATION,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Moeller,Julie
10,HUMA,102,B,CIV/BIBLICAL REVELATION,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Moeller,Julie
30,HUMA,102,B,CIV/BIBLICAL REVELATION,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Moeller,Julie
10,HUMA,102,C,CIV/BIBLICAL REVELATION,3,,T,,R,,8:00:00 AM,9:15:00 AM,Campbell,George
30,HUMA,102,C,CIV/BIBLICAL REVELATION,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Rine,C
10,HUMA,102,D,CIV/BIBLICAL REVELATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Campbell,George
30,HUMA,102,D,CIV/BIBLICAL REVELATION,3,,T,,R,,8:00:00 AM,9:15:00 AM,Campbell,George
10,HUMA,102,E,CIV/BIBLICAL REVELATION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Shepson,Donald
30,HUMA,102,E,CIV/BIBLICAL REVELATION,3,,T,,R,,8:00:00 AM,9:15:00 AM,Byun,Seulgi
10,HUMA,102,F,CIV/BIBLICAL REVELATION,3,,T,,R,,2:30:00 PM,3:45:00 PM,Shepson,Donald
30,HUMA,102,F,CIV/BIBLICAL REVELATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Byun,Seulgi
30,HUMA,102,G,CIV/BIBLICAL REVELATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Campbell,George
30,HUMA,102,H,CIV/BIBLICAL REVELATION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Shepson,Donald
10,HUMA,102,O,CIV/BIBLICAL REVELATION,3,,,,,,,,Shepson,Donald
30,HUMA,102,O,CIV/BIBLICAL REVELATION,3,,,,,,,,Shepson,Donald
10,HUMA,200,A,WESTERN CIV: FOUNDATIONS,3,,,,,,,,Baker,Elizabeth
10,HUMA,200,A,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Baker,Elizabeth
30,HUMA,200,A,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Mitchell,Andrew
10,HUMA,200,B,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Coulter,Michael
30,HUMA,200,B,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Baker,Elizabeth
10,HUMA,200,C,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Mitchell,Andrew
30,HUMA,200,C,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Baker,Elizabeth
10,HUMA,200,D,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Baker,Elizabeth
30,HUMA,200,D,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Verbois,Caleb
10,HUMA,200,E,WESTERN CIV: FOUNDATIONS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Graham,Mark
30,HUMA,200,E,WESTERN CIV: FOUNDATIONS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Graham,Mark
30,HUMA,200,F,WESTERN CIV: FOUNDATIONS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Edwards,Jason
10,HUMA,200,F,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Verbois,Caleb
10,HUMA,200,G,WESTERN CIV: FOUNDATIONS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Harp,Gillis
10,HUMA,200,H,WESTERN CIV: FOUNDATIONS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Harp,Gillis
10,HUMA,200,I,WESTERN CIV: FOUNDATIONS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Edwards,Jason
10,HUMA,202,A,CIV/LITERATURE,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Waha,Kristen
30,HUMA,202,A,CIV/LITERATURE,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Barbour,Kristin
10,HUMA,202,B,CIV/LITERATURE,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Loretto,Adam
30,HUMA,202,B,CIV/LITERATURE,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Barbour,Kristin
10,HUMA,202,C,CIV/LITERATURE,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Waha,Kristen
30,HUMA,202,C,CIV/LITERATURE,3,,T,,R,,8:00:00 AM,9:15:00 AM,Loretto,Adam
30,HUMA,202,D,CIV/LITERATURE,3,,T,,R,,1:00:00 PM,2:15:00 PM,Brown,Janice
10,HUMA,202,D,CIV/LITERATURE,3,,T,,R,,8:00:00 AM,9:15:00 AM,Waha,Kristen
10,HUMA,202,E,CIV/LITERATURE,3,,T,,R,,8:00:00 AM,9:15:00 AM,Harvey,Andrew
30,HUMA,202,E,CIV/LITERATURE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Loretto,Adam
10,HUMA,202,F,CIV/LITERATURE,3,,T,,R,,10:05:00 AM,11:20:00 AM,Harvey,Andrew
10,HUMA,202,G,CIV/LITERATURE,3,,T,,R,,10:05:00 AM,11:20:00 AM,Barbour,Kristin
10,HUMA,202,H,CIV/LITERATURE,3,,T,,R,,1:00:00 PM,2:15:00 PM,Barbour,Kristin
10,HUMA,202,I,CIV/LITERATURE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Loretto,Adam
30,HUMA,301,A,CIV/THE ARTS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Huebert,Melva
10,HUMA,301,B,CIV/THE ARTS,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Carter,Beverly
30,HUMA,301,B,CIV/THE ARTS,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Carter,Beverly
10,HUMA,301,C,CIV/THE ARTS,3,,,,,,,,Carter,Beverly
30,HUMA,301,C,CIV/THE ARTS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Carter,Beverly
10,HUMA,301,D,CIV/THE ARTS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Carter,Beverly
30,HUMA,301,D,CIV/THE ARTS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Carter,Beverly
10,HUMA,301,E,CIV/THE ARTS,3,M,,W,,,4:00:00 PM,5:15:00 PM,Munson,Paul
30,HUMA,301,E,CIV/THE ARTS,3,M,,W,,,4:00:00 PM,5:15:00 PM,Munson,Paul
10,HUMA,301,F,CIV/THE ARTS,3,,T,,R,,11:30:00 AM,12:45:00 PM,Munson,Paul
30,HUMA,301,F,CIV/THE ARTS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Munson,Paul
30,HUMA,301,G,CIV/THE ARTS,3,,T,,R,,2:30:00 PM,3:45:00 PM,Munson,Paul
10,HUMA,301,G,CIV/THE ARTS,3,,T,,R,,2:30:00 PM,3:45:00 PM,Munson,Paul
10,HUMA,303,A,CHRISTIANITY AND CIVILIZATION,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Trueman,Carl
30,HUMA,303,A,CHRISTIANITY AND CIVILIZATION,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Kemeny,Paul
10,HUMA,303,B,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Schaefer,Paul
30,HUMA,303,B,CHRISTIANITY AND CIVILIZATION,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Trueman,Carl
10,HUMA,303,C,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Schaefer,Paul
30,HUMA,303,C,CHRISTIANITY AND CIVILIZATION,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Trueman,Carl
10,HUMA,303,D,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Gordon,Thomas
30,HUMA,303,D,CHRISTIANITY AND CIVILIZATION,3,M,,W,,F,11:00:00 AM,11:50:00 AM,West,Ryan
10,HUMA,303,E,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,2:30:00 PM,3:45:00 PM,Gordon,Thomas
30,HUMA,303,E,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Gordon,Thomas
30,HUMA,303,F,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Gordon,Thomas
30,HUMA,303,G,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,11:30:00 AM,12:45:00 PM,West,Ryan
30,HUMA,303,H,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Schaefer,Paul
30,HUMA,303,I,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,2:30:00 PM,3:45:00 PM,Schaefer,Paul
30,HUMA,303,T,CHRISTIANITY AND CIVILIZATION,3,,,,,,,,Byun,Seulgi
10,INBS,305,A,GLOBAL BUSINESS ISSUES,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Markley,Andrew
30,INBS,305,A,GLOBAL BUSINESS ISSUES,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Markley,Andrew
10,INBS,305,B,GLOBAL BUSINESS ISSUES,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Butler,David
30,INBS,305,B,GLOBAL BUSINESS ISSUES,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Butler,David
10,INBS,305,C,GLOBAL BUSINESS ISSUES,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Butler,David
30,INBS,305,C,GLOBAL BUSINESS ISSUES,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Butler,David
30,INBS,417,A,GLOBAL SUPPLY CHAINS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Butler,David
10,INBS,445,A,INTERNATIONAL TRADE,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Markley,Andrew
10,LATN,101,A,ELEMENTARY LATIN I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Graham,Mark
30,LATN,102,A,ELEMENTARY LATIN II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Graham,Mark
10,MARK,204,A,PRINCIPLES OF MARKETING,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Havrilla,Laura
30,MARK,204,A,PRINCIPLES OF MARKETING,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Havrilla,Laura
10,MARK,204,B,PRINCIPLES OF MARKETING,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Havrilla,Laura
30,MARK,204,B,PRINCIPLES OF MARKETING,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Havrilla,Laura
10,MARK,204,C,PRINCIPLES OF MARKETING,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Powell,Scott
30,MARK,204,C,PRINCIPLES OF MARKETING,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Powell,Scott
10,MARK,204,D,PRINCIPLES OF MARKETING,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Powell,Scott
10,MARK,315,A,DIGITAL MARKETING,3,,T,,R,,10:05:00 AM,11:20:00 AM,Kocur,Richard
30,MARK,315,A,DIGITAL MARKETING,3,,T,,R,,8:00:00 AM,9:15:00 AM,Kocur,Richard
10,MARK,328,A,CONTENT MARKETING,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Sweet,Timothy
30,MARK,330,A,SEARCH ENGINE OPTIMIZATION,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Sweet,Timothy
10,MARK,411,A,MARKETING RESEARCH,3,,T,,R,,11:30:00 AM,12:45:00 PM,Havrilla,Laura
10,MARK,411,B,MARKETING RESEARCH,3,,T,,R,,1:00:00 PM,2:15:00 PM,Havrilla,Laura
30,MARK,412,A,RETAIL MANAGEMENT,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Powell,Scott
10,MARK,414,A,SALES,3,,T,,R,,11:30:00 AM,12:45:00 PM,Kocur,Richard
30,MARK,415,A,STRATEGIC MARKETING,3,,T,,R,,10:05:00 AM,11:20:00 AM,Havrilla,Laura
30,MARK,415,B,STRATEGIC MARKETING,3,,T,,R,,1:00:00 PM,2:15:00 PM,Havrilla,Laura
30,MARK,419,A,CONSUMER BEHAVIOR,3,,T,,R,,10:05:00 AM,11:20:00 AM,Powell,Scott
30,MARK,419,B,CONSUMER BEHAVIOR,3,,T,,R,,11:30:00 AM,12:45:00 PM,Powell,Scott
10,MARK,420,A,ADVERTISING,3,,T,,R,,10:05:00 AM,11:20:00 AM,Powell,Scott
10,MARK,420,B,ADVERTISING,3,,T,,R,,11:30:00 AM,12:45:00 PM,Powell,Scott
30,MATH,110,A,COLLEGE ALGEBRA,3,,T,,R,,11:30:00 AM,12:45:00 PM,McIntyre,Dale
10,MATH,110,O,COLLEGE ALGEBRA,3,,,,,,,,Flanders,Steven
30,MATH,110,O,COLLEGE ALGEBRA,3,,,,,,,,Flanders,Steven
10,MATH,111,A,PRE CALCULUS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Bonomo,Kelleen
30,MATH,111,A,PRE CALCULUS,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Smith,Ethan
30,MATH,111,B,PRE CALCULUS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Smith,Ethan
10,MATH,111,O,PRE CALCULUS,3,,,,,,,,Flanders,Steven
30,MATH,111,O,PRE CALCULUS,3,,,,,,,,Flanders,Steven
10,MATH,118,A,FINITE MATH,3,,T,,R,,1:00:00 PM,2:15:00 PM,McIntyre,Dale
10,MATH,118,B,FINITE MATH,3,,T,,R,,2:30:00 PM,3:45:00 PM,McIntyre,Dale
30,MATH,119,A,TOPICS IN CONTEMPORARY MATHEMATICS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Bonomo,Kelleen
10,MATH,141,A,BUSINESS CALCULUS,4,M,,W,,F,11:00:00 AM,11:50:00 AM,Drai,Remi
10,MATH,141,A,BUSINESS CALCULUS,4,,T,,,,11:30:00 AM,12:20:00 PM,Drai,Remi
30,MATH,141,A,BUSINESS CALCULUS,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Drai,Remi
30,MATH,141,A,BUSINESS CALCULUS,4,,,,R,,1:00:00 PM,1:50:00 PM,Drai,Remi
10,MATH,141,B,BUSINESS CALCULUS,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Drai,Remi
10,MATH,141,B,BUSINESS CALCULUS,4,,,,R,,11:30:00 AM,12:20:00 PM,Drai,Remi
30,MATH,141,B,BUSINESS CALCULUS,4,M,,W,,F,2:00:00 PM,2:50:00 PM,Bonomo,Kelleen
30,MATH,141,B,BUSINESS CALCULUS,4,,T,,,,2:30:00 PM,3:45:00 PM,Bonomo,Kelleen
10,MATH,151,A,SURVEY MATHEMATICS I,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Bonomo,Kelleen
10,MATH,151,B,SURVEY MATHEMATICS I,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Bonomo,Kelleen
30,MATH,152,A,SURVEY MATHEMATICS II,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Bonomo,Kelleen
30,MATH,152,B,SURVEY MATHEMATICS II,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Bonomo,Kelleen
10,MATH,161,A,CALCULUS I,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Bancroft,Eric
10,MATH,161,A,CALCULUS I,4,,,,R,,8:25:00 AM,9:15:00 AM,Bancroft,Eric
30,MATH,161,A,CALCULUS I,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Flanders,Steven
30,MATH,161,A,CALCULUS I,4,,T,,,,1:00:00 PM,1:50:00 PM,Flanders,Steven
10,MATH,161,B,CALCULUS I,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Thompson,Gary
10,MATH,161,B,CALCULUS I,4,,,,R,,10:05:00 AM,10:55:00 AM,Thompson,Gary
30,MATH,161,B,CALCULUS I,4,M,,W,R,F,1:00:00 PM,1:50:00 PM,Flanders,Steven
10,MATH,161,C,CALCULUS I,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Thompson,Gary
10,MATH,161,C,CALCULUS I,4,,T,,,,10:05:00 AM,10:55:00 AM,Thompson,Gary
10,MATH,161,D,CALCULUS I,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Flanders,Steven
10,MATH,161,D,CALCULUS I,4,,,,R,,11:30:00 AM,12:20:00 PM,Flanders,Steven
10,MATH,161,E,CALCULUS I,4,M,T,W,,F,1:00:00 PM,1:50:00 PM,Flanders,Steven
10,MATH,161,O,CALCULUS I,4,,,,,,,,Jackson,Michael
30,MATH,161,O,CALCULUS I,4,,,,,,,,Flanders,Steven
10,MATH,162,A,CALCULUS II,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Jackson,Michael
10,MATH,162,A,CALCULUS II,4,,T,,,,10:05:00 AM,10:55:00 AM,Jackson,Michael
30,MATH,162,A,CALCULUS II,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Thompson,Gary
30,MATH,162,A,CALCULUS II,4,,,,R,,8:25:00 AM,9:15:00 AM,Thompson,Gary
10,MATH,162,B,CALCULUS II,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Jackson,Michael
10,MATH,162,B,CALCULUS II,4,,,,R,,10:05:00 AM,10:55:00 AM,Jackson,Michael
30,MATH,162,B,CALCULUS II,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Flanders,Steven
30,MATH,162,B,CALCULUS II,4,,,,R,,10:05:00 AM,10:55:00 AM,Flanders,Steven
30,MATH,162,C,CALCULUS II,4,M,,W,,F,11:00:00 AM,11:50:00 AM,Thompson,Gary
30,MATH,162,C,CALCULUS II,4,,,,R,,11:30:00 AM,12:20:00 PM,Thompson,Gary
30,MATH,162,D,CALCULUS II,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Thompson,Gary
30,MATH,162,D,CALCULUS II,4,,,,R,,1:00:00 PM,1:50:00 PM,Thompson,Gary
30,MATH,162,O,CALCULUS II,4,,,,,,,,Jackson,Michael
10,MATH,201,A,STATISTICAL METHODS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Flanders,Steven
10,MATH,210,A,COMBINATORICS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Smith,Ethan
10,MATH,210,B,COMBINATORICS,3,,T,,R,,2:30:00 PM,3:45:00 PM,Smith,Ethan
10,MATH,213,A,DISCRETE MATH/COMP SCI,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Bancroft,Eric
10,MATH,213,A,DISCRETE MATH/COMP SCI,4,,,,R,,1:00:00 PM,1:50:00 PM,Bancroft,Eric
10,MATH,213,B,DISCRETE MATH/COMP SCI,4,M,T,W,,F,1:00:00 PM,1:50:00 PM,Bancroft,Eric
30,MATH,214,A,APPLIED PROBABLITY AND LINEAR ALG,4,M,T,W,,F,1:00:00 PM,1:50:00 PM,Bancroft,Eric
30,MATH,214,B,APPLIED PROBABLITY AND LINEAR ALG,4,M,,W,,F,3:00:00 PM,3:50:00 PM,Bancroft,Eric
30,MATH,214,B,APPLIED PROBABLITY AND LINEAR ALG,4,,T,,,,2:30:00 PM,3:20:00 PM,Bancroft,Eric
30,MATH,222,A,LINEAR ALGEBRA,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Jackson,Michael
30,MATH,222,A,LINEAR ALGEBRA,4,,T,,,,10:05:00 AM,10:55:00 AM,Jackson,Michael
30,MATH,222,B,LINEAR ALGEBRA,4,M,,W,,F,11:00:00 AM,11:50:00 AM,Jackson,Michael
30,MATH,222,B,LINEAR ALGEBRA,4,,T,,,,11:30:00 AM,12:20:00 PM,Jackson,Michael
10,MATH,230,A,SURVEY OF MATHEMATICS III,3,,T,,R,,11:30:00 AM,12:45:00 PM,Bonomo,Kelleen
10,MATH,232,A,FINANCIAL MATHEMATICS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Drai,Remi
