trm_cde,crs_comp1,crs_comp2,crs_comp3,crs_title,credit_hrs,monday_cde,tuesday_cde,wednesday_cde,thursday_cde,friday_cde,begin_tim,end_tim,last_name,first_name
30,BIOL,346,M,LABORATORY,0,,T,,,,3:00:00 PM,4:59:00 PM,Farone,Tracy
30,BIOL,372,A,CONTEMPORARY TOPICS,1,,T,,,,1:00:00 PM,1:50:00 PM,Jenkins,Stephen
10,BIOL,390,A,STUDY: MEDICAL GENETICS,4,,T,,R,,10:05:00 AM,11:20:00 AM,Yowler,Brian
10,BIOL,390,L,LABORATORY,0,,,,R,,2:30:00 PM,5:30:00 PM,Yowler,Brian
10,BIOL,403,A,BASIS OF WILDLIFE BEHAVIOR,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Wood,Darren
10,BIOL,407,A,MICROBIOLOGY,4,,T,,R,,8:00:00 AM,9:15:00 AM,Stauff,Devin
10,BIOL,407,L,LABORATORY,0,,T,,R,,1:00:00 PM,2:30:00 PM,Stauff,Devin
10,BIOL,407,L,LABORATORY,0,,T,,R,,1:00:00 PM,2:30:00 PM,Stauff,Devin
10,BIOL,407,M,LABORATORY,0,,T,,R,,3:00:00 PM,4:30:00 PM,Stauff,Devin
10,BIOL,407,M,LABORATORY,0,,T,,R,,3:00:00 PM,4:30:00 PM,Stauff,Devin
10,BIOL,409,A,ENTOMOLOGY,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Jenkins,Stephen
10,BIOL,409,L,LABORATORY,0,,,,R,,2:30:00 PM,5:30:00 PM,Jenkins,Stephen
30,BIOL,488,A,SEMINAR IN BIOLOGY,1,,,W,,,2:00:00 PM,2:50:00 PM,Yowler,Brian
10,BIOL,488,A,SEMINAR IN BIOLOGY,1,,,,,F,1:00:00 PM,1:50:00 PM,Jenkins,Stephen
30,BIOL,488,B,SEMINAR IN BIOLOGY,1,,T,,,,2:00:00 PM,2:50:00 PM,Antoszewski,Lisa
10,BIOL,488,B,SEMINAR IN BIOLOGY,1,,,,,F,2:00:00 PM,2:50:00 PM,Yowler,Brian
10,CHEM,105,A,CHEMISTRY FOR ENGINEERS,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Falcetta,Michael
10,CHEM,105,B,CHEMISTRY FOR ENGINEERS,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Falcetta,Michael
10,CHEM,105,L,LABORATORY,0,M,,,,,1:00:00 PM,2:59:00 PM,Falcetta,Michael
10,CHEM,105,M,LABORATORY,0,M,,,,,3:00:00 PM,4:59:00 PM,Falcetta,Michael
10,CHEM,105,N,LABORATORY,0,,T,,,,1:30:00 PM,3:29:00 PM,Falcetta,Michael
10,CHEM,105,O,LABORATORY,0,,T,,,,3:30:00 PM,5:30:00 PM,Falcetta,Michael
10,CHEM,111,A,GENERAL CHEMISTRY I,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Guevara,Holly
10,CHEM,111,B,GENERAL CHEMISTRY I,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Guevara,Holly
30,CHEM,111,O,GENERAL CHEMISTRY I,3,,,,,,,,Guevara,Holly
30,CHEM,112,A,GENERAL CHEMISTRY II,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Homan,Timothy
30,CHEM,112,B,GENERAL CHEMISTRY II,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Kriley,Charles
10,CHEM,113,L,GENERAL CHEMISTRY I LAB,1,,,W,,,2:00:00 PM,4:59:00 PM,Guevara,Holly
10,CHEM,113,M,GENERAL CHEMISTRY I LAB,1,,,,R,,10:05:00 AM,12:59:00 PM,Kriley,Charles
10,CHEM,113,N,GENERAL CHEMISTRY I LAB,1,,,,R,,2:30:00 PM,5:29:00 PM,Guevara,Holly
10,CHEM,113,O,GENERAL CHEMISTRY I LAB,1,,,,,F,2:00:00 PM,4:59:00 PM,Guevara,Holly
30,CHEM,114,L,GENERAL CHEMISTRY II LAB,1,,,W,,,2:00:00 PM,4:59:00 PM,Kriley,Charles
30,CHEM,114,M,GENERAL CHEMISTRY II LAB,1,,,,R,,10:05:00 AM,12:59:00 PM,Guevara,Holly
30,CHEM,114,N,GENERAL CHEMISTRY II LAB,1,,,,R,,2:30:00 PM,5:29:00 PM,Kriley,Charles
30,CHEM,190,O,STUDY: INTRO TO FORENSIC SCIENCE,3,,,,,,,,Wong,Ven Ney
10,CHEM,227,A,ANALYTICAL CHEMISTRY,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Wong,Ven Ney
10,CHEM,227,L,LABORATORY,0,,T,,,,2:30:00 PM,5:29:00 PM,Wong,Ven Ney
10,CHEM,227,M,LABORATORY,0,,,W,,,2:00:00 PM,4:59:00 PM,Wong,Ven Ney
30,CHEM,231,A,DESC INORG/BIOINORG CHEMISTRY,2,,T,,R,,10:05:00 AM,10:55:00 AM,Kriley,Charles
10,CHEM,235,A,CHEMISTRY IN CONTEXT,1,M,,,,,1:00:00 PM,1:50:00 PM,Homan,Timothy
10,CHEM,241,A,ORGANIC CHEMISTRY I,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Cramer,Susan
10,CHEM,241,B,ORGANIC CHEMISTRY I,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Homan,Timothy
10,CHEM,241,L,LABORATORY,0,,T,,,,2:30:00 PM,5:30:00 PM,Homan,Timothy
10,CHEM,241,M,LABORATORY,0,,,W,,,2:00:00 PM,4:59:00 PM,Homan,Timothy
10,CHEM,241,N,LABORATORY,0,,,,R,,10:05:00 AM,12:59:00 PM,Cramer,Susan
10,CHEM,241,O,LABORATORY,0,,,,R,,2:30:00 PM,5:30:00 PM,Homan,Timothy
30,CHEM,242,A,ORGANIC CHEMISTRY II,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Cramer,Susan
30,CHEM,242,B,ORGANIC CHEMISTRY II,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Cramer,Susan
30,CHEM,242,L,LABORATORY,0,M,,,,,2:00:00 PM,4:59:00 PM,Cramer,Susan
30,CHEM,242,M,LABORATORY,0,,T,,,,2:30:00 PM,5:30:00 PM,Cramer,Susan
30,CHEM,242,N,LABORATORY,0,,,W,,,2:00:00 PM,4:59:00 PM,Homan,Timothy
30,CHEM,242,O,LABORATORY,0,,,,R,,2:30:00 PM,5:30:00 PM,Homan,Timothy
30,CHEM,245,A,INTRODUCTION TO MOLECULAR MODELING,2,,,,R,,2:30:00 PM,4:30:00 PM,Falcetta,Michael
30,CHEM,342,A,PHYSICAL CHEM OF BIOLOGICAL SYSTEMS,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Falcetta,Michael
30,CHEM,342,L,LABORATORY,0,,,W,,,2:00:00 PM,5:00:00 PM,Falcetta,Michael
10,CHEM,345,A,MICROSCOPIC PHYSICAL CHEMISTRY:,4,M,,W,,F,11:00:00 AM,11:50:00 AM,Augspurger,Joseph
10,CHEM,345,L,LABORATORY,0,M,,,,,2:00:00 PM,4:59:00 PM,Augspurger,Joseph
30,CHEM,346,A,MACROSCOPIC PHYSICAL CHEMISTRY:,4,M,,W,,F,11:00:00 AM,11:50:00 AM,Augspurger,Joseph
30,CHEM,346,L,LABORATORY,0,M,,,,,2:00:00 PM,4:59:00 PM,Augspurger,Joseph
10,CHEM,351,A,BIOCHEMISTRY I,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Shaw,Kevin
10,CHEM,351,L,LABORATORY,0,,,W,,,2:00:00 PM,4:59:00 PM,Shaw,Kevin
10,CHEM,351,M,LABORATORY,0,,,,R,,2:30:00 PM,5:29:00 PM,Shaw,Kevin
30,CHEM,352,A,BIOCHEMISTRY II,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Shaw,Kevin
30,CHEM,352,L,LABORATORY,0,M,,,,,1:00:00 PM,4:59:00 PM,Shaw,Kevin
10,CHEM,390,A,STUDY: INTRO TO CLINICAL MEDICINE,1,,T,,,,6:30:00 PM,8:10:00 PM,Bridger,Daniel
30,CHEM,406,A,INSTRUMENTAL ANALYSIS,4,M,,W,,,10:00:00 AM,10:50:00 AM,Wong,Ven Ney
30,CHEM,406,L,LABORATORY,0,,T,,R,,2:30:00 PM,5:30:00 PM,Wong,Ven Ney
10,CHEM,422,A,INORGANIC SYNTHESIS LABORATORY,2,,T,,R,,2:30:00 PM,5:30:00 PM,Kriley,Charles
10,CHEM,431,A,ADV INORG/ORGANOMETALLIC  CHEMISTRY,2,M,,W,,,9:00:00 AM,9:50:00 AM,Kriley,Charles
10,CHEM,441,A,CRYSTAL STRUCTURE ANALYSIS,2,,,W,,,1:00:00 PM,2:59:00 PM,Kriley,Charles
10,CHEM,451,A,BIOCHEMISTRY: DATA AND ANALYSIS,3,,T,,R,,11:30:00 AM,12:45:00 PM,Shaw,Kevin
30,CHEM,453,A,ADVANCED MOLECULAR SPECTROSCOPY,2,,T,,R,,8:00:00 AM,9:15:00 AM,Guevara,Holly
30,CHEM,458,A,ADVANCED SYNTHESIS LABORATORY,2,M,,W,,,1:00:00 PM,3:59:00 PM,Guevara,Holly
10,CHEM,463,A,POLYMER CHEMISTRY,2,,T,,R,,8:15:00 AM,9:05:00 AM,Cramer,Susan
30,CHEM,466,A,ADV ORGANIC CHEM,2,,T,,R,,10:05:00 AM,10:55:00 AM,Homan,Timothy
30,CHEM,487,A,BIOCHEMISTRY SEMINAR,1,,,,,F,1:00:00 PM,1:50:00 PM,Shaw,Kevin
30,CHEM,487,B,BIOCHEMISTRY SEMINAR,1,,,,,F,2:00:00 PM,2:50:00 PM,Shaw,Kevin
10,CHEM,488,A,CHEMISTRY SEMINAR,1,,,,,F,2:00:00 PM,2:50:00 PM,Falcetta,Michael
10,CMIN,122,A,INTRO TO CHRISTIAN MINISTRIES,3,M,,W,,,12:30:00 PM,1:45:00 PM,Robbins,David
30,CMIN,228,A,CHRIST AND CULTURE,3,M,,W,,,8:35:00 AM,9:50:00 AM,Robbins,David
10,CMIN,238,A,SPIRITUAL FORMATION,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Shepson,Donald
30,CMIN,238,A,SPIRITUAL FORMATION,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Shepson,Donald
30,CMIN,248,A,DISCIPLESHIP AND EVANGELISM,3,,T,,R,,4:00:00 PM,5:15:00 PM,Shepson,Donald
10,CMIN,258,A,COMMUNICATING THE GOSPEL,3,M,,W,,,8:35:00 AM,9:50:00 AM,Robbins,David
30,CMIN,321,A,LEADERSHIP/MINISTRY ADMINISTRATION,3,M,,W,,,11:00:00 AM,12:15:00 PM,Robbins,David
30,CMIN,361,A,WORSHIP AND PRAYER MINISTRY,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Shepson,Donald
10,CMIN,412,A,BIBLICAL COUNSELING,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Shepson,Donald
10,COMM,104,A,PUBLIC SPEAKING & RHETORIC,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Pritchard,Patricia
30,COMM,104,A,PUBLIC SPEAKING & RHETORIC,3,,T,,R,,10:05:00 AM,11:20:00 AM,Craig,Betsy
30,COMM,104,B,PUBLIC SPEAKING & RHETORIC,3,,T,,R,,11:30:00 AM,12:45:00 PM,Edwards,Jason
10,COMM,104,B,PUBLIC SPEAKING & RHETORIC,3,,T,,R,,11:30:00 AM,12:45:00 PM,Edwards,Jason
10,COMM,109,A,FORENSICS,1,M,,,,,3:00:00 PM,3:50:00 PM,Edwards,Jason
10,COMM,110,A,PRINCIPLES OF MEDIA,3,,T,,,,6:30:00 PM,9:00:00 PM,Hammond,Ryan
30,COMM,110,A,PRINCIPLES OF MEDIA,3,,T,,R,,1:00:00 PM,2:15:00 PM,Bandy,Gregory
10,COMM,135,A,WRITING FOR THE MEDIA,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Miller,Kimberly
10,COMM,135,B,WRITING FOR THE MEDIA,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Miller,Kimberly
10,COMM,212,A,RESEARCH METHODS IN COMM,3,,,W,,,6:30:00 PM,9:00:00 PM,Catanese,Alexander
10,COMM,222,A,FILM HISTORY & THEORY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Miller,Kimberly
30,COMM,225,A,INTERCULTURAL COMMUNICATION,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Pritchard,Patricia
10,COMM,225,A,INTERCULTURAL COMMUNICATION,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Pritchard,Patricia
10,COMM,235,A,JOURNALISM,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Bandy,Gregory
30,COMM,240,A,MEDIA CRITICISM,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Bandy,Gregory
10,COMM,245,A,DIGITAL PHOTOGRAPHY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Bandy,Gregory
30,COMM,250,A,DIGITAL CITIZENSHIP,3,,T,,,,6:30:00 PM,9:00:00 PM,Hammond,Ryan
30,COMM,272,A,DEVELOPING CHARACTERS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Miller,Kimberly
30,COMM,300,A,PUBLIC RELATIONS,3,,,,,,,,Lingwall,James
30,COMM,304,A,INTERPERSONAL COMMUNICATION,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Pritchard,Patricia
30,COMM,352,A,CHRISTIAN FAITH & CINEMA,3,,T,,R,,1:00:00 PM,2:15:00 PM,Miller,Kimberly
30,COMM,359,A,SCREENWRITING,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Miller,Kimberly
10,COMM,378,A,VIDEO PRODUCTION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Bandy,Gregory
10,COMM,378,B,VIDEO PRODUCTION,3,,T,,R,,2:30:00 PM,3:45:00 PM,Bandy,Gregory
30,COMM,388,A,DOCUMENTARY FILM,3,,T,,R,,10:05:00 AM,11:20:00 AM,Bandy,Gregory
30,COMM,405,A,SPECIAL EVENTS AND PROMOTIONS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Bandy,Gregory
30,COMM,405,A,SPECIAL EVENTS AND PROMOTIONS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Bandy,Gregory
10,COMM,488,A,SEMINAR IN COMMUNICATION,3,,,,,,,,Miller,Kimberly
10,COMM,488,A,SEMINAR IN COMMUNICATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Miller,Kimberly
30,COMP,141,A,COMP PROGRAMMING I,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Valentine,David
10,COMP,141,A,COMP PROGRAMMING I,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Dellinger,Brian
10,COMP,141,B,COMP PROGRAMMING I,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Dellinger,Brian
10,COMP,141,C,COMP PROGRAMMING I,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Valentine,David
10,COMP,141,O,COMP PROGRAMMING I,3,,,,,,,,Hutchins,Jonathan
10,COMP,155,A,INTRO TO COMPUTER SCIENCE,3,,T,,R,,11:30:00 AM,12:45:00 PM,Valentine,David
10,COMP,155,B,INTRO TO COMPUTER SCIENCE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Valentine,David
30,COMP,205,A,ETHICS FAITH AND CONSCIOUS MIND,3,,T,,R,,10:05:00 AM,11:20:00 AM,Dellinger,Brian
30,COMP,205,B,ETHICS FAITH AND CONSCIOUS MIND,3,,T,,R,,11:30:00 AM,12:45:00 PM,Dellinger,Brian
30,COMP,220,A,COMP PROGRAMMING II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Hutchins,Jonathan
10,COMP,220,A,COMP PROGRAMMING II,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Hutchins,Jonathan
30,COMP,220,B,COMP PROGRAMMING II,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Hutchins,Jonathan
10,COMP,222,A,INTRO TO DATA STRUCT & ALGORITHMS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Hutchins,Jonathan
10,COMP,222,B,INTRO TO DATA STRUCT & ALGORITHMS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Hutchins,Jonathan
30,COMP,233,A,PARALLEL COMPUTING,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Valentine,David
30,COMP,233,A,PARALLEL COMPUTING,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Valentine,David
30,COMP,244,A,DATABASE MGT SYSTEMS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Al Moakar,Lory
10,COMP,244,A,DATABASE MGT SYSTEMS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Al Moakar,Lory
10,COMP,244,B,DATABASE MGT SYSTEMS,3,,T,,R,,11:30:00 AM,12:45:00 PM,Al Moakar,Lory
30,COMP,314,A,AUTOMATA THEORY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Dellinger,Brian
10,COMP,325,A,COMPUTER ARCHITECTURE/ORG,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Valentine,David
10,COMP,325,B,COMPUTER ARCHITECTURE/ORG,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Valentine,David
30,COMP,340,A,OPERATING SYSTEMS,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Dickinson,Brian
10,COMP,340,A,OPERATING SYSTEMS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Al Moakar,Lory
30,COMP,342,A,DATA COMM & NETWORKING,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Al Moakar,Lory
30,COMP,342,B,DATA COMM & NETWORKING,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Al Moakar,Lory
30,COMP,350,A,SOFTWARE ENGINEERING,3,,T,,R,,11:30:00 AM,12:45:00 PM,Valentine,David
30,COMP,350,B,SOFTWARE ENGINEERING,3,,T,,R,,2:30:00 PM,3:45:00 PM,Valentine,David
10,COMP,401,A,iOS PROGRAMMING,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Dickinson,Brian
10,COMP,422,A,INTRO TO ALGORITHMS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Dellinger,Brian
30,COMP,435,A,INTRODUCTION TO MACHINE LEARNING,3,,T,,R,,10:05:00 AM,11:20:00 AM,Hutchins,Jonathan
10,COMP,441,A,2D GAME DESIGN & DEVELOPMENT,3,,T,,R,,10:05:00 AM,11:20:00 AM,Dellinger,Brian
10,COMP,442,A,WEB PROGRAMMING TECHNOLOGIES,3,,T,,R,,1:00:00 PM,2:15:00 PM,Dickinson,Brian
30,COMP,443,A,PROGRAMMING LANGUAGES,3,,T,,R,,1:00:00 PM,2:15:00 PM,Dickinson,Brian
30,COMP,443,B,PROGRAMMING LANGUAGES,3,,T,,R,,2:30:00 PM,3:45:00 PM,Dickinson,Brian
30,COMP,445,A,INTRO TO ARTIFICIAL INTELLIGENCE,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Hutchins,Jonathan
30,COMP,446,A,3D GAME DESIGN & DEVELOPMENT,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Dellinger,Brian
10,COMP,448,A,COMPUTER SECURITY,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Al Moakar,Lory
10,COMP,451,A,SENIOR PROJECT I,2,M,,W,,,9:00:00 AM,9:50:00 AM,Wolfe,Britton
10,COMP,451,B,SENIOR PROJECT I,2,M,,W,,,10:00:00 AM,10:50:00 AM,Wolfe,Britton
30,COMP,452,A,SENIOR PROJECT II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Wolfe,Britton
30,COMP,452,B,SENIOR PROJECT II,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Wolfe,Britton
30,COMP,475,A,ADVANCED SECURITY,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Al Moakar,Lory
10,DESI,101,A,INTRO TO VISUAL COMM DESIGN,3,,,,,,,,Mucha,Nathanael
10,DESI,101,A,INTRO TO VISUAL COMM DESIGN,3,,T,,R,,1:00:00 PM,2:15:00 PM,Mucha,Nathanael
30,DESI,101,A,INTRO TO VISUAL COMM DESIGN,3,,T,,R,,1:00:00 PM,2:15:00 PM,Mucha,Nathanael
30,DESI,102,A,DESIGN THINKING,3,,T,,,,6:30:00 PM,9:00:00 PM,Catanese,Alexander
10,DESI,201,A,VISUAL COMMUNICATION DESIGN I,3,,T,,R,,10:05:00 AM,11:20:00 AM,Mucha,Nathanael
10,DESI,201,A,VISUAL COMMUNICATION DESIGN I,3,,,,,,,,Mucha,Nathanael
30,DESI,202,A,VISUAL COMMUNICATION DESIGN II,3,,T,,R,,10:05:00 AM,11:20:00 AM,Mucha,Nathanael
30,DESI,210,A,INTERACTIVE DESIGN AND USER EXP,3,,,W,,,6:30:00 PM,9:00:00 PM,Mucha,Nathanael
30,DESI,390,A,STUDY: VISUAL COMM DESIGN III,3,,T,,R,,2:30:00 PM,3:45:00 PM,Mucha,Nathanael
10,DESI,390,A,STUDY: DESIGN IN PRACTICE,3,,,,,,,,Mucha,Nathanael
10,DESI,390,A,STUDY: DESIGN IN PRACTICE,3,,,W,,,6:30:00 PM,9:00:00 PM,Mucha,Nathanael
10,ECON,101,A,PRIN OF ECONOMICS-MICRO,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Fuller,Caleb
30,ECON,101,A,PRIN OF ECONOMICS-MICRO,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Fuller,Caleb
30,ECON,101,B,PRIN OF ECONOMICS-MICRO,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Fuller,Caleb
10,ECON,101,B,PRIN OF ECONOMICS-MICRO,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Fuller,Caleb
30,ECON,102,A,PRIN OF ECONOMICS-MACRO,3,,T,,R,,8:00:00 AM,9:15:00 AM,Herbener,Jeffrey
10,ECON,102,A,PRIN OF ECONOMICS-MACRO,3,,T,,R,,8:00:00 AM,9:15:00 AM,Herbener,Jeffrey
30,ECON,102,B,PRIN OF ECONOMICS-MACRO,3,,T,,R,,11:30:00 AM,12:45:00 PM,Herbener,Jeffrey
10,ECON,102,B,PRIN OF ECONOMICS-MACRO,3,,T,,R,,11:30:00 AM,12:45:00 PM,Herbener,Jeffrey
30,ECON,120,A,FOUNDATIONS OF ECONOMICS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Ritenour,Shawn
10,ECON,120,A,FOUNDATIONS OF ECONOMICS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Ritenour,Shawn
10,ECON,120,B,FOUNDATIONS OF ECONOMICS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Ritenour,Shawn
30,ECON,120,B,FOUNDATIONS OF ECONOMICS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Ritenour,Shawn
10,ECON,202,A,ECON EXPANS & DEVELOP,3,,T,,R,,2:30:00 PM,3:45:00 PM,Ritenour,Shawn
30,ECON,290,A,STUDY: FAITH & FREEDOM CONFERENCE,1,,,,,,,,Rider,Robert
10,ECON,301,A,INTERMEDIATE MICROECONOMICS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Fuller,Caleb
30,ECON,302,A,INTERMEDIATE MACROECONOMICS,3,,T,,R,,2:30:00 PM,3:45:00 PM,Ritenour,Shawn
10,ECON,306,A,AUSTRIAN ECONOMICS,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Herbener,Jeffrey
30,ECON,310,A,INDUSTRIAL ORGANIZATION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Ritenour,Shawn
30,ECON,342,A,INTRODUCTION TO ECONOMETRICS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Fuller,Caleb
10,ECON,401,A,MONEY & BANKING,3,,T,,R,,11:30:00 AM,12:45:00 PM,Ritenour,Shawn
30,ECON,402,A,LAW AND ECONOMICS,3,,,W,,,6:30:00 PM,9:00:00 PM,Fuller,Caleb
10,ECON,404,A,PUBLIC FINANCE,3,,,W,,,6:30:00 PM,9:00:00 PM,Fuller,Caleb
10,ECON,420,A,ECONOMICS COLLOQUIUM,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Herbener,Jeffrey
30,ECON,456,A,FINANCIAL MARKETS AND INSTITUTIONS,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Herbener,Jeffrey
10,EDUC,202,A,INTRO TO THE TEACHING PROFESSION,3,,T,,R,,8:00:00 AM,9:15:00 AM,Chapman,Jarrett
30,EDUC,202,A,INTRO TO THE TEACHING PROFESSION,3,,T,,R,,8:00:00 AM,9:15:00 AM,Chapman,Jarrett
10,EDUC,202,B,INTRO TO THE TEACHING PROFESSION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Chapman,Jarrett
30,EDUC,203,A,CULTURALLY RELEVANT PEDAGOGY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Blackburn,Gina
10,EDUC,203,A,CULTURALLY RELEVANT PEDAGOGY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Blackburn,Gina
30,EDUC,203,B,CULTURALLY RELEVANT PEDAGOGY,3,,T,,R,,2:30:00 PM,3:45:00 PM,Blackburn,Gina
10,EDUC,203,B,CULTURALLY RELEVANT PEDAGOGY,3,,T,,R,,2:30:00 PM,3:45:00 PM,Blackburn,Gina
10,EDUC,204,A,TECHNOLOGIES OF INSTRUCTION,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Fecich,Samantha
30,EDUC,204,A,TECHNOLOGIES OF INSTRUCTION,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Fecich,Samantha
30,EDUC,204,B,TECHNOLOGIES OF INSTRUCTION,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Fecich,Samantha
10,EDUC,204,B,TECHNOLOGIES OF INSTRUCTION,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Fecich,Samantha
10,EDUC,213,A,ELEMENTARY MUSIC PEDAGOGY,2,M,,W,,,9:00:00 AM,9:50:00 AM,Paparone,Stacy
30,EDUC,214,A,MIDDLE LEVEL MUSIC PEDAGOGY,2,M,,W,,,9:00:00 AM,9:50:00 AM,Paparone,Stacy
30,EDUC,228,A,ADOLESCENT LITERATURE,2,M,,W,,,3:00:00 PM,3:50:00 PM,Herald,Sandra
10,EDUC,281,A,EARLY CHILDHOOD FIELD EXPERIENCE,1,,,,,,,,Munson,Jolene
30,EDUC,281,A,EARLY CHILDHOOD FIELD EXPERIENCE,1,,,,,,,,Munson,Jolene
30,EDUC,290,A,STUDY: CULTURAL DIVERSITY/ADVOCACY,2,,T,,R,,10:05:00 AM,10:55:00 AM,Blackburn,Gina
30,EDUC,290,B,STUDY: CAPTURING THE COVID-19 GAP,2,,T,,,,1:00:00 PM,2:40:00 PM,Chapman,Jarrett
10,EDUC,305,A,BASIC PRIN CURRICULUM/INSTRUCTION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Stephens,John
30,EDUC,305,A,BASIC PRIN CURRICULUM/INSTRUCTION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Stephens,John
10,EDUC,307,A,METHODS OF TEACHING MODERN LANGUAGE,3,,,,,,,,Senita,Karyn
30,EDUC,308,A,SEC ENGLISH METH/FIELD EX,2,M,,,,,3:00:00 PM,4:40:00 PM,Blackburn,Gina
30,EDUC,309,A,SEC SCIENCE METH/FIELD EX,2,,,W,,,6:30:00 PM,8:10:00 PM,Omasits,Christopher
30,EDUC,310,A,SEC SOCIAL SCIENCE METH/FIELD EX,2,,,W,,,6:30:00 PM,8:10:00 PM,Nemeth,Daniel
10,EDUC,313,A,SECONDARY CHORAL GEN MUSI PEDAGOGY,2,M,,W,,,11:00:00 AM,11:50:00 AM,Paparone,Stacy
30,EDUC,314,A,SECONDARY INSTRUMENT MUSI PEDAGOGY,2,,T,,R,,10:05:00 AM,10:55:00 AM,Paparone,Stacy
